season,climate,country,coolingStrategy,thermalPreference,thermalComfort,indoorTemperature
Summer,Hot semi-arid,India,Mixed Mode,no change,5,29.7
Summer,Hot semi-arid,India,Mixed Mode,cooler,5,29.7
Summer,Hot semi-arid,India,Mixed Mode,cooler,2,29.9
Summer,Hot semi-arid,India,Mixed Mode,cooler,2,29.9
Summer,Hot semi-arid,India,Mixed Mode,no change,5,29.9
Summer,Hot semi-arid,India,Mixed Mode,no change,5,29
Summer,Hot semi-arid,India,Mixed Mode,no change,5,30
Summer,Hot semi-arid,India,Mixed Mode,no change,5,29.7
Summer,Hot semi-arid,India,Mixed Mode,no change,2,29.8
Summer,Hot semi-arid,India,Mixed Mode,no change,1,26.5
Summer,Hot semi-arid,India,Mixed Mode,no change,6,26
Summer,Hot semi-arid,India,Mixed Mode,warmer,6,24.7
Summer,Hot semi-arid,India,Mixed Mode,no change,6,24.2
Summer,Hot semi-arid,India,Mixed Mode,warmer,6,23.7
Summer,Hot semi-arid,India,Mixed Mode,no change,2,22.7
Summer,Hot semi-arid,India,Mixed Mode,no change,3,23.2
Summer,Hot semi-arid,India,Mixed Mode,no change,3,23.6
Summer,Hot semi-arid,India,Mixed Mode,no change,6,24.3
Summer,Hot semi-arid,India,Mixed Mode,no change,6,24.8
Summer,Hot semi-arid,India,Mixed Mode,no change,6,24.8
Summer,Hot semi-arid,India,Mixed Mode,no change,6,24.2
Summer,Hot semi-arid,India,Mixed Mode,no change,6,24.3
Summer,Hot semi-arid,India,Mixed Mode,no change,1.3,23.8
Summer,Hot semi-arid,India,Mixed Mode,no change,6,24.6
Summer,Hot semi-arid,India,Mixed Mode,no change,2,24.5
Summer,Hot semi-arid,India,Mixed Mode,no change,2,24.5
Summer,Hot semi-arid,India,Mixed Mode,no change,3,24.1
Summer,Hot semi-arid,India,Mixed Mode,no change,3,24.6
Summer,Hot semi-arid,India,Mixed Mode,cooler,3,24.8
Summer,Hot semi-arid,India,Mixed Mode,no change,6,24.2
Summer,Hot semi-arid,India,Mixed Mode,no change,3,24.5
Summer,Hot semi-arid,India,Mixed Mode,no change,6,24.8
Summer,Hot semi-arid,India,Mixed Mode,warmer,3,24.8
Summer,Hot semi-arid,India,Mixed Mode,no change,3,24.6
Summer,Hot semi-arid,India,Mixed Mode,warmer,6,26.1
Summer,Hot semi-arid,India,Mixed Mode,no change,4,26
Summer,Hot semi-arid,India,Mixed Mode,no change,6,25.4
Summer,Hot semi-arid,India,Mixed Mode,no change,6,25.5
Summer,Hot semi-arid,India,Mixed Mode,no change,6,26
Summer,Hot semi-arid,India,Mixed Mode,warmer,6,25.4
Summer,Hot semi-arid,India,Mixed Mode,no change,6,24.4
Summer,Hot semi-arid,India,Mixed Mode,warmer,6,24.1
Summer,Hot semi-arid,India,Mixed Mode,cooler,6,26.1
Summer,Hot semi-arid,India,Mixed Mode,no change,6,25.5
Summer,Hot semi-arid,India,Mixed Mode,warmer,6,26.9
Summer,Hot semi-arid,India,Mixed Mode,no change,6,26.6
Summer,Hot semi-arid,India,Mixed Mode,no change,6,25.8
Summer,Hot semi-arid,India,Mixed Mode,no change,6,29.6
Summer,Hot semi-arid,India,Mixed Mode,warmer,6,27.6
Summer,Hot semi-arid,India,Mixed Mode,no change,6,27.2
Summer,Hot semi-arid,India,Mixed Mode,cooler,6,26.1
Summer,Hot semi-arid,India,Mixed Mode,warmer,6,27.1
Summer,Hot semi-arid,India,Mixed Mode,no change,6,25
Summer,Hot semi-arid,India,Mixed Mode,no change,6,25.7
Summer,Hot semi-arid,India,Mixed Mode,cooler,6,24.7
Summer,Hot semi-arid,India,Mixed Mode,no change,6,25.2
Summer,Hot semi-arid,India,Mixed Mode,cooler,3,25.4
Summer,Hot semi-arid,India,Mixed Mode,no change,6,25.1
Summer,Hot semi-arid,India,Mixed Mode,no change,6,24.5
Summer,Hot semi-arid,India,Mixed Mode,no change,6,24
Summer,Hot semi-arid,India,Mixed Mode,no change,6,23.8
Summer,Hot semi-arid,India,Mixed Mode,no change,5,23.8
Summer,Hot semi-arid,India,Mixed Mode,no change,6,23.4
Summer,Hot semi-arid,India,Mixed Mode,no change,6,22.9
Summer,Hot semi-arid,India,Mixed Mode,no change,6,23.9
Summer,Hot semi-arid,India,Mixed Mode,no change,6,27
Summer,Hot semi-arid,India,Mixed Mode,warmer,6,25.5
Summer,Hot semi-arid,India,Mixed Mode,no change,6,25.2
Summer,Hot semi-arid,India,Mixed Mode,no change,2,24.8
Summer,Hot semi-arid,India,Mixed Mode,no change,6,25.7
Summer,Hot semi-arid,India,Mixed Mode,no change,6,25.4
Summer,Hot semi-arid,India,Mixed Mode,no change,6,25.2
Summer,Hot semi-arid,India,Mixed Mode,no change,6,25.1
Summer,Hot semi-arid,India,Mixed Mode,no change,3,24.7
Summer,Hot semi-arid,India,Mixed Mode,no change,6,25
Summer,Hot semi-arid,India,Mixed Mode,no change,6,24.5
Summer,Hot semi-arid,India,Mixed Mode,cooler,5,25.2
Summer,Hot semi-arid,India,Mixed Mode,no change,6,25.3
Summer,Hot semi-arid,India,Mixed Mode,no change,3,26.2
Summer,Hot semi-arid,India,Mixed Mode,warmer,6,26.3
Summer,Hot semi-arid,India,Mixed Mode,no change,6,26
Summer,Hot semi-arid,India,Mixed Mode,no change,5,26.1
Summer,Hot semi-arid,India,Mixed Mode,warmer,5,25.3
Summer,Hot semi-arid,India,Mixed Mode,no change,5,24.2
Summer,Hot semi-arid,India,Mixed Mode,no change,5,24.6
Summer,Hot semi-arid,India,Mixed Mode,no change,5,24.8
Summer,Hot semi-arid,India,Mixed Mode,no change,5,25
Summer,Hot semi-arid,India,Mixed Mode,warmer,4,25
Summer,Hot semi-arid,India,Mixed Mode,no change,5,24.9
Summer,Hot semi-arid,India,Mixed Mode,no change,5,24.9
Summer,Hot semi-arid,India,Mixed Mode,warmer,5,24.2
Summer,Hot semi-arid,India,Mixed Mode,warmer,5,24.2
Summer,Hot semi-arid,India,Mixed Mode,warmer,5,20.7
Summer,Hot semi-arid,India,Mixed Mode,no change,5,21.9
Summer,Hot semi-arid,India,Mixed Mode,no change,5,21.7
Summer,Hot semi-arid,India,Mixed Mode,no change,5,23.1
Summer,Hot semi-arid,India,Mixed Mode,no change,5,23.8
Summer,Hot semi-arid,India,Mixed Mode,no change,5,24.1
Summer,Hot semi-arid,India,Mixed Mode,no change,5,21.9
Summer,Hot semi-arid,India,Mixed Mode,no change,5,22.1
Summer,Hot semi-arid,India,Mixed Mode,warmer,5,22
Summer,Hot semi-arid,India,Mixed Mode,no change,5,23
Summer,Hot semi-arid,India,Mixed Mode,warmer,3,23.8
Summer,Hot semi-arid,India,Mixed Mode,no change,5,24.5
Summer,Hot semi-arid,India,Mixed Mode,no change,5,24.9
Summer,Hot semi-arid,India,Mixed Mode,no change,5,24.9
Summer,Hot semi-arid,India,Mixed Mode,warmer,5,24.8
Summer,Hot semi-arid,India,Mixed Mode,warmer,5,24.6
Summer,Hot semi-arid,India,Mixed Mode,no change,3,24.1
Summer,Hot semi-arid,India,Mixed Mode,no change,5,24.2
Summer,Hot semi-arid,India,Mixed Mode,warmer,5,24.9
Summer,Hot semi-arid,India,Mixed Mode,warmer,5,25.6
Summer,Hot semi-arid,India,Mixed Mode,warmer,5,26.1
Summer,Hot semi-arid,India,Mixed Mode,no change,5,25.6
Summer,Hot semi-arid,India,Mixed Mode,warmer,6,25.5
Summer,Hot semi-arid,India,Mixed Mode,no change,5,25.4
Summer,Hot semi-arid,India,Mixed Mode,no change,5,24.9
Summer,Hot semi-arid,India,Mixed Mode,no change,3,24
Summer,Hot semi-arid,India,Mixed Mode,no change,5,24.5
Summer,Hot semi-arid,India,Mixed Mode,no change,5,24.8
Summer,Hot semi-arid,India,Mixed Mode,no change,3,25.4
Summer,Hot semi-arid,India,Mixed Mode,no change,5,25.5
Summer,Hot semi-arid,India,Mixed Mode,no change,6,24.8
Summer,Hot semi-arid,India,Mixed Mode,no change,5,24.8
Summer,Hot semi-arid,India,Mixed Mode,warmer,5,25.2
Summer,Hot semi-arid,India,Mixed Mode,no change,5,24.8
Summer,Hot semi-arid,India,Mixed Mode,no change,5,24.2
Summer,Hot semi-arid,India,Mixed Mode,no change,5,24.5
Summer,Hot semi-arid,India,Mixed Mode,no change,6,24.2
Summer,Hot semi-arid,India,Mixed Mode,no change,NA,23.7
Summer,Hot semi-arid,India,Mixed Mode,no change,5,24
Summer,Hot semi-arid,India,Mixed Mode,no change,5,25.2
Summer,Hot semi-arid,India,Mixed Mode,no change,4,24.7
Summer,Hot semi-arid,India,Mixed Mode,no change,3,24.6
Summer,Hot semi-arid,India,Mixed Mode,no change,4,24.6
Summer,Hot semi-arid,India,Mixed Mode,no change,5,25
Summer,Hot semi-arid,India,Mixed Mode,no change,6,25.6
Summer,Hot semi-arid,India,Mixed Mode,no change,4,25.7
Summer,Hot semi-arid,India,Mixed Mode,no change,5,25.8
Summer,Hot semi-arid,India,Mixed Mode,no change,5,25
Summer,Hot semi-arid,India,Mixed Mode,no change,5,24.5
Summer,Hot semi-arid,India,Mixed Mode,warmer,3,23.9
Summer,Hot semi-arid,India,Mixed Mode,no change,4,24.4
Summer,Hot semi-arid,India,Mixed Mode,no change,5,24.1
Summer,Hot semi-arid,India,Mixed Mode,warmer,6,25.4
Summer,Hot semi-arid,India,Mixed Mode,no change,6,24.5
Summer,Hot semi-arid,India,Mixed Mode,no change,4,23.1
Summer,Hot semi-arid,India,Mixed Mode,no change,6,22.6
Summer,Hot semi-arid,India,Mixed Mode,cooler,6,22
Summer,Hot semi-arid,India,Mixed Mode,no change,6,22.1
Summer,Hot semi-arid,India,Mixed Mode,no change,6,22.2
Summer,Hot semi-arid,India,Mixed Mode,no change,6,23.6
Summer,Hot semi-arid,India,Mixed Mode,no change,NA,23.4
Summer,Hot semi-arid,India,Mixed Mode,no change,6,23.4
Summer,Hot semi-arid,India,Mixed Mode,no change,6,23.4
Summer,Hot semi-arid,India,Mixed Mode,no change,6,23.1
Summer,Hot semi-arid,India,Mixed Mode,no change,6,22.7
Summer,Hot semi-arid,India,Mixed Mode,no change,6,22.9
Summer,Hot semi-arid,India,Mixed Mode,no change,6,23.7
Summer,Hot semi-arid,India,Mixed Mode,no change,5,23.6
Summer,Hot semi-arid,India,Mixed Mode,no change,6,23.4
Summer,Hot semi-arid,India,Mixed Mode,no change,6,23.8
Summer,Hot semi-arid,India,Mixed Mode,warmer,6,22.7
Summer,Hot semi-arid,India,Mixed Mode,no change,6,22.5
Summer,Hot semi-arid,India,Mixed Mode,no change,6,23.2
Summer,Hot semi-arid,India,Mixed Mode,no change,6,23.4
Summer,Hot semi-arid,India,Mixed Mode,no change,5,24.5
Summer,Hot semi-arid,India,Mixed Mode,cooler,6,25.2
Summer,Hot semi-arid,India,Mixed Mode,no change,6,25.5
Summer,Hot semi-arid,India,Mixed Mode,no change,6,25.9
Summer,Hot semi-arid,India,Mixed Mode,no change,4,25.8
Summer,Hot semi-arid,India,Mixed Mode,no change,6,25.5
Summer,Hot semi-arid,India,Mixed Mode,no change,4,25.8
Summer,Hot semi-arid,India,Mixed Mode,no change,6,25.9
Summer,Hot semi-arid,India,Mixed Mode,no change,6,25.7
Summer,Hot semi-arid,India,Mixed Mode,no change,5,25.1
Summer,Hot semi-arid,India,Mixed Mode,no change,4,24.5
Summer,Hot semi-arid,India,Mixed Mode,warmer,6,24.9
Summer,Hot semi-arid,India,Mixed Mode,no change,2,25.3
Summer,Hot semi-arid,India,Mixed Mode,no change,4,24.8
Summer,Hot semi-arid,India,Mixed Mode,no change,5,24.2
Summer,Hot semi-arid,India,Mixed Mode,no change,4,23.7
Summer,Hot semi-arid,India,Mixed Mode,no change,5,23.7
Summer,Hot semi-arid,India,Mixed Mode,no change,6,23.8
Summer,Hot semi-arid,India,Mixed Mode,warmer,6,23.9
Summer,Hot semi-arid,India,Mixed Mode,no change,6,24.1
Summer,Hot semi-arid,India,Mixed Mode,no change,6,24
Summer,Hot semi-arid,India,Mixed Mode,no change,5,24
Summer,Hot semi-arid,India,Mixed Mode,no change,4,23.9
Summer,Hot semi-arid,India,Mixed Mode,cooler,5,24
Summer,Hot semi-arid,India,Mixed Mode,warmer,NA,23.4
Summer,Hot semi-arid,India,Mixed Mode,no change,3,23.3
Winter,Hot semi-arid,India,Naturally Ventilated,no change,6,23.7
Winter,Hot semi-arid,India,Naturally Ventilated,no change,5,22
Winter,Hot semi-arid,India,Naturally Ventilated,no change,4,22.5
Winter,Hot semi-arid,India,Naturally Ventilated,no change,4,22.1
Winter,Hot semi-arid,India,Naturally Ventilated,no change,6,22.6
Winter,Hot semi-arid,India,Naturally Ventilated,no change,6,23.2
Winter,Hot semi-arid,India,Naturally Ventilated,cooler,6,23.2
Winter,Hot semi-arid,India,Naturally Ventilated,cooler,6,23.3
Winter,Hot semi-arid,India,Naturally Ventilated,no change,5,23.5
Winter,Hot semi-arid,India,Naturally Ventilated,no change,6,23.8
Winter,Hot semi-arid,India,Naturally Ventilated,no change,6,23.7
Winter,Hot semi-arid,India,Naturally Ventilated,no change,6,24.7
Winter,Hot semi-arid,India,Naturally Ventilated,no change,6,24.7
Winter,Hot semi-arid,India,Naturally Ventilated,no change,6,23.9
Winter,Hot semi-arid,India,Naturally Ventilated,no change,6,23.8
Winter,Hot semi-arid,India,Naturally Ventilated,cooler,4,23.6
Winter,Hot semi-arid,India,Naturally Ventilated,no change,6,23.6
Winter,Hot semi-arid,India,Naturally Ventilated,no change,6,23.9
Winter,Hot semi-arid,India,Naturally Ventilated,no change,2,24.1
Winter,Hot semi-arid,India,Naturally Ventilated,no change,6,24.1
Winter,Hot semi-arid,India,Naturally Ventilated,no change,4,25
Winter,Hot semi-arid,India,Naturally Ventilated,no change,5,24.3
Winter,Hot semi-arid,India,Naturally Ventilated,cooler,4,24.4
Winter,Hot semi-arid,India,Naturally Ventilated,no change,6,24.6
Winter,Hot semi-arid,India,Naturally Ventilated,no change,6,24.2
Winter,Hot semi-arid,India,Naturally Ventilated,no change,6,23.9
Winter,Hot semi-arid,India,Naturally Ventilated,no change,6,25.6
Winter,Hot semi-arid,India,Naturally Ventilated,no change,6,25.1
Winter,Hot semi-arid,India,Naturally Ventilated,no change,6,24.4
Winter,Hot semi-arid,India,Naturally Ventilated,no change,4,24.7
Winter,Hot semi-arid,India,Naturally Ventilated,no change,6,24.7
Winter,Hot semi-arid,India,Naturally Ventilated,no change,6,23.9
Winter,Hot semi-arid,India,Naturally Ventilated,no change,6,24
Winter,Hot semi-arid,India,Naturally Ventilated,warmer,6,23.6
Winter,Hot semi-arid,India,Naturally Ventilated,no change,6,22.9
Winter,Hot semi-arid,India,Naturally Ventilated,no change,6,24.9
Winter,Hot semi-arid,India,Naturally Ventilated,no change,6,25.1
Winter,Hot semi-arid,India,Naturally Ventilated,no change,6,26
Winter,Hot semi-arid,India,Naturally Ventilated,no change,6,25.3
Winter,Hot semi-arid,India,Naturally Ventilated,warmer,6,24.3
Winter,Hot semi-arid,India,Naturally Ventilated,no change,5,25.4
Winter,Hot semi-arid,India,Naturally Ventilated,cooler,6,24.4
Winter,Hot semi-arid,India,Naturally Ventilated,no change,6,25
Winter,Hot semi-arid,India,Naturally Ventilated,no change,6,23.8
Winter,Hot semi-arid,India,Naturally Ventilated,warmer,5,23.6
Winter,Hot semi-arid,India,Naturally Ventilated,cooler,6,23.9
Winter,Hot semi-arid,India,Naturally Ventilated,no change,6,22.9
Winter,Hot semi-arid,India,Naturally Ventilated,no change,6,22.8
Winter,Hot semi-arid,India,Naturally Ventilated,no change,6,22.7
Winter,Hot semi-arid,India,Naturally Ventilated,no change,6,22.8
Winter,Hot semi-arid,India,Naturally Ventilated,no change,6,24.1
Winter,Hot semi-arid,India,Naturally Ventilated,no change,6,21.8
Winter,Hot semi-arid,India,Naturally Ventilated,warmer,3,23.2
Winter,Hot semi-arid,India,Naturally Ventilated,cooler,6,23.1
Winter,Hot semi-arid,India,Naturally Ventilated,cooler,5,22.8
Winter,Hot semi-arid,India,Naturally Ventilated,no change,6,23.7
Winter,Hot semi-arid,India,Naturally Ventilated,no change,6,24.4
Winter,Hot semi-arid,India,Naturally Ventilated,no change,5,24.8
Winter,Hot semi-arid,India,Naturally Ventilated,warmer,6,24.7
Winter,Hot semi-arid,India,Naturally Ventilated,no change,6,25.5
Winter,Hot semi-arid,India,Naturally Ventilated,no change,6,24.7
Winter,Hot semi-arid,India,Naturally Ventilated,no change,6,24
Winter,Hot semi-arid,India,Naturally Ventilated,no change,6,25.9
Winter,Hot semi-arid,India,Naturally Ventilated,warmer,6,25.6
Winter,Hot semi-arid,India,Naturally Ventilated,no change,5,24.3
Winter,Hot semi-arid,India,Naturally Ventilated,no change,5,23.7
Winter,Hot semi-arid,India,Naturally Ventilated,no change,6,24
Winter,Hot semi-arid,India,Naturally Ventilated,no change,6,24.3
Winter,Hot semi-arid,India,Naturally Ventilated,no change,6,24.5
Winter,Hot semi-arid,India,Naturally Ventilated,no change,6,23.8
Winter,Hot semi-arid,India,Naturally Ventilated,no change,6,23.7
Winter,Hot semi-arid,India,Naturally Ventilated,no change,6,23.7
Winter,Hot semi-arid,India,Naturally Ventilated,cooler,6,23.7
Winter,Hot semi-arid,India,Naturally Ventilated,no change,6,25
Winter,Hot semi-arid,India,Naturally Ventilated,no change,6,23.7
Winter,Hot semi-arid,India,Naturally Ventilated,no change,6,23.7
Winter,Hot semi-arid,India,Naturally Ventilated,no change,6,23.4
Winter,Hot semi-arid,India,Naturally Ventilated,no change,6,23.2
Winter,Hot semi-arid,India,Naturally Ventilated,no change,6,23.3
Winter,Hot semi-arid,India,Naturally Ventilated,cooler,6,22.9
Winter,Hot semi-arid,India,Naturally Ventilated,no change,6,23.2
Winter,Hot semi-arid,India,Naturally Ventilated,no change,6,25
Winter,Hot semi-arid,India,Naturally Ventilated,warmer,6,24.9
Winter,Hot semi-arid,India,Naturally Ventilated,no change,6,24.9
Winter,Hot semi-arid,India,Naturally Ventilated,warmer,5,24.1
Winter,Hot semi-arid,India,Naturally Ventilated,no change,4,21
Winter,Hot semi-arid,India,Naturally Ventilated,no change,5,22.3
Winter,Hot semi-arid,India,Naturally Ventilated,warmer,4,22.3
Winter,Hot semi-arid,India,Naturally Ventilated,no change,6,23
Winter,Hot semi-arid,India,Naturally Ventilated,no change,1,23.8
Winter,Hot semi-arid,India,Naturally Ventilated,no change,6,23.9
Winter,Hot semi-arid,India,Naturally Ventilated,warmer,6,23.6
Winter,Hot semi-arid,India,Naturally Ventilated,no change,5,23.6
Winter,Hot semi-arid,India,Naturally Ventilated,no change,5,23.6
Winter,Hot semi-arid,India,Naturally Ventilated,no change,4,23.3
Winter,Hot semi-arid,India,Naturally Ventilated,warmer,4,24.8
Winter,Hot semi-arid,India,Naturally Ventilated,no change,5,24.6
Winter,Hot semi-arid,India,Naturally Ventilated,no change,6,23.9
Winter,Hot semi-arid,India,Naturally Ventilated,no change,6,24.5
Winter,Hot semi-arid,India,Naturally Ventilated,no change,3,24.2
Winter,Hot semi-arid,India,Naturally Ventilated,no change,6,24.3
Winter,Hot semi-arid,India,Naturally Ventilated,cooler,4,23.7
Winter,Hot semi-arid,India,Naturally Ventilated,no change,5,24
Winter,Hot semi-arid,India,Naturally Ventilated,warmer,5,25
Winter,Hot semi-arid,India,Naturally Ventilated,no change,3,24.8
Winter,Hot semi-arid,India,Naturally Ventilated,no change,1,24.4
Winter,Hot semi-arid,India,Naturally Ventilated,no change,5,25
Winter,Hot semi-arid,India,Naturally Ventilated,no change,6,23.8
Winter,Hot semi-arid,India,Naturally Ventilated,no change,6,23.6
Winter,Hot semi-arid,India,Naturally Ventilated,warmer,6,22.9
Winter,Hot semi-arid,India,Naturally Ventilated,no change,6,23.1
Winter,Hot semi-arid,India,Naturally Ventilated,warmer,6,23.5
Winter,Hot semi-arid,India,Naturally Ventilated,no change,6,23
Winter,Hot semi-arid,India,Naturally Ventilated,no change,6,23.8
Winter,Hot semi-arid,India,Naturally Ventilated,warmer,1,23.3
Winter,Hot semi-arid,India,Naturally Ventilated,no change,4,24
Winter,Hot semi-arid,India,Naturally Ventilated,no change,6,24
Winter,Hot semi-arid,India,Naturally Ventilated,no change,5,24
Winter,Hot semi-arid,India,Naturally Ventilated,no change,6,23.6
Winter,Hot semi-arid,India,Naturally Ventilated,no change,6,23.7
Winter,Hot semi-arid,India,Naturally Ventilated,no change,5,24.7
Winter,Hot semi-arid,India,Naturally Ventilated,no change,1,24
Winter,Hot semi-arid,India,Naturally Ventilated,no change,4,24.2
Winter,Hot semi-arid,India,Naturally Ventilated,cooler,5,23.3
Winter,Hot semi-arid,India,Naturally Ventilated,no change,6,23.9
Winter,Hot semi-arid,India,Naturally Ventilated,no change,4,23.1
Winter,Hot semi-arid,India,Naturally Ventilated,no change,6,21.8
Winter,Hot semi-arid,India,Naturally Ventilated,no change,6,22.4
Winter,Hot semi-arid,India,Naturally Ventilated,no change,6,22.7
Winter,Hot semi-arid,India,Naturally Ventilated,no change,6,23.2
Winter,Hot semi-arid,India,Naturally Ventilated,cooler,6,23.8
Winter,Hot semi-arid,India,Naturally Ventilated,no change,6,22.4
Winter,Hot semi-arid,India,Naturally Ventilated,no change,6,23.8
Winter,Hot semi-arid,India,Naturally Ventilated,no change,5,22.5
Winter,Hot semi-arid,India,Naturally Ventilated,no change,5,22.9
Winter,Hot semi-arid,India,Naturally Ventilated,no change,6,22.7
Winter,Hot semi-arid,India,Naturally Ventilated,no change,4,23.6
Winter,Hot semi-arid,India,Naturally Ventilated,cooler,6,22.8
Winter,Hot semi-arid,India,Naturally Ventilated,no change,6,23.5
Winter,Hot semi-arid,India,Naturally Ventilated,no change,1,23.2
Winter,Hot semi-arid,India,Naturally Ventilated,cooler,3,23.3
Winter,Hot semi-arid,India,Naturally Ventilated,no change,4,23.4
Winter,Hot semi-arid,India,Naturally Ventilated,cooler,6,23.6
Winter,Hot semi-arid,India,Naturally Ventilated,no change,6,24.1
Winter,Hot semi-arid,India,Naturally Ventilated,no change,6,24.4
Winter,Hot semi-arid,India,Naturally Ventilated,cooler,6,24.2
Winter,Hot semi-arid,India,Naturally Ventilated,no change,4,23.8
Winter,Hot semi-arid,India,Naturally Ventilated,cooler,6,23.8
Winter,Hot semi-arid,India,Naturally Ventilated,cooler,4,23.9
Winter,Hot semi-arid,India,Naturally Ventilated,no change,4,22.6
Winter,Hot semi-arid,India,Naturally Ventilated,cooler,4,22.9
Winter,Hot semi-arid,India,Naturally Ventilated,no change,4,22.9
Winter,Hot semi-arid,India,Naturally Ventilated,no change,2,23.4
Winter,Hot semi-arid,India,Naturally Ventilated,no change,4,23.5
Winter,Hot semi-arid,India,Naturally Ventilated,no change,5,23.6
